id,ciudad,edad,genero,mes,ordenes,pago,usd
393,Puebla,33,Female,feb 21,3,1,885
394,Monterrey,29,Female,feb 21,0,0,0
395,Monterrey,33,Female,feb 21,0,0,0
396,Monterrey,50,Male,feb 21,0,0,0
397,Puebla,31,Female,feb 21,1,1,138
398,Puebla,54,Female,feb 21,3,1,379
399,Monterrey,50,Male,feb 21,3,1,200
400,Monterrey,48,Male,feb 21,2,1,584
401,Puebla,55,Male,feb 21,0,0,0
402,Monterrey,35,Female,feb 21,1,1,259
403,Puebla,40,Male,feb 21,1,0,125
404,Puebla,24,Female,feb 21,3,1,559
405,Puebla,35,Female,feb 21,1,1,274
406,Monterrey,35,Female,feb 21,0,0,0
407,Monterrey,48,Male,feb 21,1,1,205
408,Puebla,56,Male,feb 21,0,0,0
409,Monterrey,42,Male,feb 21,0,0,0
410,Monterrey,35,Female,feb 21,2,1,546
411,Puebla,53,Female,feb 21,2,1,479
412,Puebla,58,Female,feb 21,2,1,267
413,Puebla,26,Female,feb 21,1,0,191
414,Puebla,42,Male,feb 21,0,0,0
415,Monterrey,31,Female,feb 21,0,0,0
416,Puebla,46,Male,feb 21,0,0,0
417,Monterrey,44,Male,feb 21,0,0,0
418,Puebla,42,Female,feb 21,3,1,308
419,Puebla,40,Male,feb 21,0,0,0
420,Monterrey,50,Male,feb 21,3,1,347
421,Puebla,25,Female,feb 21,1,1,174
422,Monterrey,40,Female,feb 21,0,0,0
423,Monterrey,43,Male,feb 21,0,0,0
424,Monterrey,39,Male,feb 21,0,0,0
425,Monterrey,29,Female,feb 21,3,1,299
426,Monterrey,35,Female,feb 21,2,1,491
427,Monterrey,52,Male,feb 21,3,1,760
428,Puebla,26,Female,feb 21,3,1,115
429,Puebla,37,Male,feb 21,0,0,0
430,Monterrey,33,Female,feb 21,3,1,174
431,Monterrey,32,Male,feb 21,2,1,338
432,Puebla,35,Female,feb 21,2,1,452
433,Monterrey,37,Female,feb 21,3,1,233
434,Monterrey,35,Male,feb 21,2,1,52
435,Monterrey,34,Male,feb 21,1,1,92
436,Puebla,40,Male,feb 21,2,1,366
437,Puebla,43,Male,feb 21,1,1,262
438,Puebla,30,Female,feb 21,0,0,0
439,Puebla,34,Male,feb 21,3,1,805
440,Monterrey,28,Female,feb 21,1,1,57
441,Puebla,33,Female,feb 21,2,1,274
442,Puebla,36,Female,feb 21,3,1,192
443,Puebla,36,Female,feb 21,0,0,0
444,Monterrey,37,Male,feb 21,0,0,0
445,Monterrey,55,Male,feb 21,0,0,0
446,Puebla,30,Female,feb 21,1,1,45
447,Puebla,46,Male,feb 21,1,1,130
448,Monterrey,34,Male,feb 21,3,1,533
449,Puebla,32,Male,feb 21,2,1,539
450,Puebla,39,Female,feb 21,1,0,108
451,Monterrey,37,Female,feb 21,0,0,0
452,Puebla,50,Male,feb 21,0,0,0
453,Monterrey,28,Female,feb 21,1,1,184
454,Monterrey,39,Female,feb 21,2,1,399
455,Puebla,50,Female,feb 21,2,1,400
456,Monterrey,47,Male,feb 21,0,0,0
457,Puebla,50,Male,feb 21,3,1,802
458,Puebla,25,Female,feb 21,1,1,229
459,Monterrey,26,Female,feb 21,2,1,128
460,Puebla,51,Male,feb 21,0,0,0
461,Monterrey,27,Male,feb 21,3,1,823
462,Puebla,31,Female,feb 21,1,1,182
463,Monterrey,53,Male,feb 21,2,1,41
464,Puebla,30,Female,feb 21,3,1,502
465,Puebla,34,Female,feb 21,1,1,45
466,Monterrey,42,Female,feb 21,1,1,139
467,Puebla,28,Female,feb 21,0,0,0
468,Puebla,39,Male,feb 21,1,1,19
469,Puebla,29,Male,feb 21,2,1,202
470,Puebla,47,Male,feb 21,1,1,301
471,Monterrey,40,Female,feb 21,3,1,68
472,Monterrey,57,Male,feb 21,0,0,0
473,Monterrey,36,Female,feb 21,1,1,47
474,Monterrey,50,Female,feb 21,2,1,351
475,Puebla,28,Female,feb 21,2,1,597
476,Puebla,25,Female,feb 21,0,0,0
477,Monterrey,52,Female,feb 21,0,0,0
478,Puebla,34,Female,feb 21,0,0,0
479,Monterrey,41,Female,feb 21,3,1,571
480,Puebla,49,Female,feb 21,3,1,341
481,Puebla,34,Female,feb 21,1,1,36
482,Puebla,33,Female,feb 21,1,1,159
483,Monterrey,42,Female,feb 21,0,0,0
484,Monterrey,38,Female,feb 21,3,1,521
485,Monterrey,36,Male,feb 21,1,1,223
486,Puebla,34,Male,feb 21,0,0,0
487,Monterrey,36,Male,feb 21,3,1,685
488,Puebla,52,Male,feb 21,3,1,859
489,Monterrey,43,Male,feb 21,3,1,186
490,Puebla,27,Female,feb 21,2,1,187
491,Monterrey,48,Male,feb 21,2,1,97
492,Monterrey,27,Female,feb 21,1,1,200
493,Monterrey,44,Male,feb 21,2,1,38
494,Puebla,49,Male,feb 21,0,0,0
495,Monterrey,43,Male,feb 21,3,1,736
496,Monterrey,40,Female,feb 21,0,0,0
497,Monterrey,37,Male,feb 21,2,1,308
498,Puebla,50,Male,feb 21,2,1,138
499,Monterrey,39,Male,feb 21,4,1,1020
500,Puebla,42,Male,feb 21,2,0,312
1,Guadalajara,33,Male,mar 21,3,1,682
2,Guadalajara,23,Female,mar 21,2,1,141
3,Monterrey,23,Female,mar 21,2,1,337
4,Leon,24,Female,mar 21,3,1,648
5,Puebla,46,Male,mar 21,2,1,475
6,Guadalajara,35,Female,mar 21,4,0,544
7,Guadalajara,36,Male,mar 21,2,1,172
8,Guadalajara,63,Female,mar 21,4,1,957
9,Puebla,53,Male,mar 21,3,1,892
10,Guadalajara,41,Male,mar 21,3,1,113
11,Leon,47,Male,mar 21,2,1,600
12,Puebla,63,Female,mar 21,4,1,1100
13,Leon,43,Male,mar 21,3,1,235
14,Puebla,38,Male,mar 21,4,1,1132
15,Guadalajara,43,Male,mar 21,3,1,306
16,Guadalajara,53,Male,mar 21,3,1,884
17,Monterrey,24,Female,mar 21,2,1,301
18,Guadalajara,43,Male,mar 21,3,1,108
19,Leon,47,Male,mar 21,2,1,188
20,Guadalajara,42,Male,mar 21,2,1,325
21,Monterrey,31,Female,mar 21,2,1,361
22,Guadalajara,38,Male,mar 21,3,1,848
23,Leon,35,Female,mar 21,2,1,392
24,Guadalajara,64,Female,mar 21,4,0,575
25,Leon,42,Male,mar 21,4,1,1128
26,Puebla,28,Female,mar 21,4,1,101
27,Leon,35,Female,mar 21,2,1,440
28,Monterrey,61,Female,mar 21,2,1,519
29,Monterrey,39,Male,mar 21,4,0,315
30,Guadalajara,32,Female,mar 21,2,1,363
31,Guadalajara,40,Female,mar 21,4,1,1065
32,Guadalajara,42,Female,mar 21,2,1,420
33,Guadalajara,49,Male,mar 21,4,1,981
34,Leon,29,Female,mar 21,2,1,515
35,Leon,38,Female,mar 21,3,1,614
36,Monterrey,31,Female,mar 21,4,1,1629
37,Leon,62,Female,mar 21,3,1,1047
38,Monterrey,47,Male,mar 21,4,1,993
39,Guadalajara,25,Male,mar 21,2,1,406
40,Guadalajara,40,Male,mar 21,3,0,831
41,Monterrey,27,Female,mar 21,4,1,904
42,Leon,46,Male,mar 21,2,1,597
43,Puebla,37,Female,mar 21,3,1,1026
44,Monterrey,41,Male,mar 21,6,1,2005
45,Monterrey,61,Female,mar 21,6,1,1796
46,Puebla,40,Female,mar 21,3,1,788
47,Guadalajara,40,Male,mar 21,4,1,1736
48,Guadalajara,62,Female,mar 21,7,1,2741
49,Puebla,25,Female,mar 21,6,1,2128
50,Monterrey,49,Male,mar 21,3,1,872
51,Leon,25,Female,mar 21,5,1,2024
52,Monterrey,28,Female,mar 21,3,1,769
53,Guadalajara,25,Female,mar 21,7,0,2897
54,Guadalajara,33,Female,mar 21,6,1,1841
55,Leon,32,Male,mar 21,5,1,1933
56,Puebla,55,Male,mar 21,6,1,2207
57,Guadalajara,36,Female,mar 21,3,1,908
58,Leon,42,Male,mar 21,4,1,1317
59,Monterrey,37,Male,mar 21,5,1,1552
60,Puebla,35,Male,mar 21,4,1,1725
61,Monterrey,36,Female,mar 21,6,1,2323
62,Leon,25,Female,mar 21,6,1,1747
63,Guadalajara,41,Male,mar 21,3,1,908
64,Puebla,34,Female,mar 21,3,1,1346
65,Leon,65,Female,mar 21,5,1,1906
66,Leon,35,Male,mar 21,4,1,1643
67,Guadalajara,65,Female,mar 21,4,1,1453
68,Monterrey,34,Male,mar 21,3,1,747
69,Monterrey,32,Male,mar 21,7,1,2168
70,Leon,25,Female,mar 21,4,1,1113
71,Leon,65,Female,mar 21,4,0,1391
72,Guadalajara,40,Male,mar 21,7,1,1700
73,Puebla,28,Female,mar 21,4,1,1707
74,Monterrey,29,Female,mar 21,7,1,1988
75,Monterrey,39,Male,mar 21,5,1,1270
76,Leon,39,Female,mar 21,3,1,866
77,Guadalajara,37,Female,mar 21,5,1,1607
78,Monterrey,38,Male,mar 21,7,1,2481
79,Leon,37,Male,mar 21,5,1,1154
80,Puebla,39,Female,mar 21,6,1,2174
81,Puebla,20,Male,mar 21,3,1,1007
82,Monterrey,54,Male,mar 21,4,1,938
83,Puebla,41,Male,mar 21,3,1,744
84,Puebla,65,Female,mar 21,3,1,813
85,Puebla,36,Male,mar 21,6,1,1270
86,Puebla,26,Female,mar 21,6,0,2531
87,Puebla,48,Male,mar 21,5,1,1116
88,Guadalajara,36,Female,mar 21,7,1,2058
89,Leon,64,Female,mar 21,6,1,2586
90,Puebla,50,Male,mar 21,5,1,1016
91,Leon,37,Female,mar 21,3,1,1291
92,Monterrey,29,Female,mar 21,6,1,1892
93,Puebla,25,Female,mar 21,3,1,608
94,Guadalajara,65,Female,mar 21,5,0,1359
95,Monterrey,36,Female,mar 21,3,1,1319
96,Leon,33,Male,mar 21,3,0,927
97,Monterrey,32,Male,mar 21,6,1,1364
98,Leon,26,Female,mar 21,6,1,1819
99,Leon,32,Male,mar 21,4,1,1574
100,Guadalajara,23,Female,mar 21,7,1,2413
101,Monterrey,23,Female,mar 21,5,1,1753
102,Leon,53,Male,mar 21,6,1,1572
103,Leon,39,Male,mar 21,7,1,2708
104,Puebla,26,Female,mar 21,6,1,2019
105,Monterrey,45,Male,mar 21,3,1,1049
106,Guadalajara,38,Male,mar 21,7,1,1470
107,Puebla,40,Male,mar 21,5,1,1077
108,Puebla,54,Female,mar 21,3,0,1039
109,Leon,50,Male,mar 21,4,1,1673
110,Leon,47,Male,mar 21,5,1,1628
111,Guadalajara,46,Female,mar 21,4,1,1103
112,Monterrey,41,Female,mar 21,6,1,1868
113,Monterrey,33,Female,mar 21,7,1,1778
114,Monterrey,37,Male,mar 21,5,1,1337
115,Puebla,24,Female,mar 21,7,1,2576
116,Guadalajara,37,Male,mar 21,5,1,1936
117,Guadalajara,49,Male,mar 21,7,1,2305
118,Guadalajara,41,Male,mar 21,4,1,1476
119,Leon,20,Female,mar 21,7,1,2764
120,Guadalajara,39,Female,mar 21,4,1,1314
121,Monterrey,42,Female,mar 21,4,1,1570
122,Leon,20,Female,mar 21,6,1,1369
123,Monterrey,38,Male,mar 21,5,1,1297
124,Leon,41,Female,mar 21,3,1,937
125,Puebla,40,Male,mar 21,5,1,1485
126,Guadalajara,52,Male,mar 21,4,1,1294
127,Monterrey,32,Male,mar 21,3,1,806
128,Leon,34,Male,mar 21,5,1,1976
129,Monterrey,32,Male,mar 21,5,1,1380
130,Leon,38,Male,mar 21,5,1,1076
131,Monterrey,38,Male,mar 21,5,1,1766
132,Puebla,44,Male,mar 21,4,1,802
133,Leon,29,Male,mar 21,6,0,1480
134,Guadalajara,49,Male,mar 21,4,1,1194
135,Puebla,48,Male,mar 21,5,1,1361
136,Puebla,48,Male,mar 21,7,1,3077
137,Guadalajara,33,Male,mar 21,5,1,1985
138,Puebla,38,Male,mar 21,3,1,687
139,Monterrey,36,Male,mar 21,5,1,1083
140,Puebla,37,Male,mar 21,3,1,535
141,Puebla,48,Male,mar 21,6,0,1356
142,Guadalajara,36,Male,mar 21,3,1,611
143,Puebla,48,Male,mar 21,6,1,1166
144,Guadalajara,34,Male,mar 21,3,1,352
145,Leon,32,Male,mar 21,3,1,377
146,Leon,39,Male,mar 21,4,1,834
147,Monterrey,51,Male,mar 21,5,1,931
148,Leon,52,Male,mar 21,4,1,251
149,Monterrey,32,Male,mar 21,7,1,606
150,Puebla,54,Male,mar 21,4,1,108
151,Monterrey,38,Male,mar 21,6,1,1528
152,Puebla,38,Female,mar 21,6,1,1028
153,Monterrey,31,Female,mar 21,7,1,699
154,Guadalajara,33,Female,mar 21,4,1,253
155,Puebla,21,Female,mar 21,0,0,0
156,Monterrey,31,Female,mar 21,0,0,0
157,Guadalajara,38,Female,mar 21,3,1,276
158,Leon,21,Female,mar 21,3,1,259
159,Monterrey,30,Female,mar 21,0,0,0
160,Puebla,40,Female,mar 21,3,1,885
161,Guadalajara,42,Female,mar 21,0,0,0
162,Puebla,31,Female,mar 21,2,1,362
163,Monterrey,36,Female,mar 21,2,1,113
164,Guadalajara,35,Male,mar 21,1,1,91
165,Guadalajara,39,Male,mar 21,0,0,0
166,Guadalajara,42,Male,mar 21,1,1,109
167,Leon,35,Female,mar 21,0,0,0
168,Puebla,27,Female,mar 21,2,1,209
169,Monterrey,27,Female,mar 21,3,1,525
170,Leon,24,Female,mar 21,3,1,361
171,Monterrey,38,Male,mar 21,2,1,342
172,Monterrey,45,Male,mar 21,2,1,515
173,Leon,20,Female,mar 21,3,1,240
174,Puebla,40,Male,mar 21,1,1,27
175,Puebla,29,Female,mar 21,0,0,0
176,Guadalajara,29,Female,mar 21,0,0,0
177,Leon,39,Male,mar 21,0,0,0
178,Leon,37,Female,mar 21,2,1,414
179,Monterrey,49,Male,mar 21,2,1,75
180,Puebla,51,Male,mar 21,3,1,248
181,Leon,53,Male,mar 21,2,1,368
182,Leon,30,Female,mar 21,3,1,375
183,Leon,48,Male,mar 21,2,1,203
184,Monterrey,43,Male,mar 21,2,1,191
185,Guadalajara,35,Female,mar 21,3,1,584
186,Guadalajara,25,Male,mar 21,3,1,198
187,Puebla,40,Female,mar 21,2,1,437
188,Puebla,53,Male,mar 21,2,1,327
189,Guadalajara,41,Female,mar 21,3,1,350
190,Monterrey,52,Male,mar 21,2,1,465
191,Guadalajara,44,Female,mar 21,3,1,763
192,Guadalajara,40,Male,mar 21,0,0,0
193,Leon,36,Female,mar 21,1,1,141
194,Leon,33,Male,mar 21,2,1,563
195,Puebla,47,Male,mar 21,0,0,0
196,Puebla,21,Female,mar 21,2,1,446
197,Leon,32,Male,mar 21,3,0,863
198,Puebla,26,Female,mar 21,3,1,198
199,Leon,34,Female,mar 21,1,1,282
200,Guadalajara,42,Female,mar 21,2,1,390
201,Leon,20,Female,mar 21,3,1,79
202,Guadalajara,41,Female,mar 21,4,1,104
203,Monterrey,48,Male,mar 21,1,0,263
204,Puebla,43,Male,mar 21,4,1,371
205,Leon,39,Male,mar 21,1,1,28
206,Monterrey,50,Female,mar 21,2,1,92
207,Puebla,35,Male,mar 21,2,1,95
208,Monterrey,26,Female,mar 21,2,1,147
209,Guadalajara,46,Male,mar 21,3,1,867
210,Puebla,23,Male,mar 21,4,1,415
211,Guadalajara,47,Male,mar 21,4,1,889
212,Puebla,20,Female,mar 21,1,1,283
213,Leon,33,Male,mar 21,4,1,103
214,Guadalajara,23,Female,mar 21,0,0,0
215,Puebla,26,Female,mar 21,1,1,132
216,Guadalajara,39,Female,mar 21,4,1,602
217,Puebla,37,Female,mar 21,4,1,1197
218,Guadalajara,24,Female,mar 21,3,1,274
219,Guadalajara,33,Female,mar 21,1,1,41
220,Leon,34,Female,mar 21,3,1,557
221,Puebla,29,Male,mar 21,2,1,558
222,Monterrey,37,Male,mar 21,2,1,591
223,Monterrey,23,Female,mar 21,2,1,312
224,Leon,35,Male,mar 21,3,1,173
225,Monterrey,54,Male,mar 21,3,1,488
226,Monterrey,46,Male,mar 21,4,1,1187
227,Leon,35,Male,mar 21,1,1,233
228,Leon,20,Female,mar 21,3,1,203
229,Monterrey,30,Male,mar 21,4,1,471
230,Puebla,52,Male,mar 21,4,1,595
231,Puebla,24,Female,mar 21,4,1,771
232,Leon,30,Female,mar 21,0,0,0
233,Leon,23,Female,mar 21,2,1,118
234,Monterrey,30,Female,mar 21,2,1,109
235,Monterrey,51,Male,mar 21,1,1,95
236,Guadalajara,43,Female,mar 21,1,1,139
237,Monterrey,42,Male,mar 21,4,0,490
238,Guadalajara,46,Male,mar 21,4,1,1035
239,Monterrey,49,Male,mar 21,1,1,80
240,Leon,40,Female,mar 21,3,1,689
241,Monterrey,33,Female,mar 21,2,1,482
242,Guadalajara,36,Male,mar 21,1,0,163
243,Guadalajara,47,Female,mar 21,4,1,286
244,Monterrey,46,Male,mar 21,2,1,185
245,Guadalajara,33,Male,mar 21,4,1,369
246,Puebla,41,Male,mar 21,0,0,0
247,Puebla,26,Male,mar 21,0,0,0
248,Guadalajara,32,Male,mar 21,1,1,122
249,Guadalajara,50,Male,mar 21,0,0,0
250,Puebla,54,Male,mar 21,0,0,0
251,Puebla,42,Male,mar 21,2,1,323
252,Leon,55,Male,mar 21,0,0,0
253,Monterrey,33,Male,mar 21,2,1,274
254,Monterrey,32,Male,mar 21,1,1,290
255,Puebla,51,Male,mar 21,1,1,47
256,Guadalajara,26,Female,mar 21,2,1,548
257,Leon,43,Male,mar 21,0,0,0
258,Monterrey,33,Male,mar 21,4,1,742
259,Leon,43,Male,mar 21,2,1,291
260,Puebla,36,Male,mar 21,1,1,93
261,Puebla,46,Male,mar 21,2,0,140
262,Guadalajara,40,Female,mar 21,4,1,804
263,Guadalajara,26,Female,mar 21,0,0,0
264,Leon,39,Female,mar 21,0,0,0
265,Guadalajara,49,Male,mar 21,2,1,449
266,Leon,39,Female,mar 21,1,1,43
267,Monterrey,43,Male,mar 21,4,1,752
268,Leon,25,Female,mar 21,2,1,63
269,Guadalajara,35,Female,mar 21,1,1,168
270,Leon,34,Female,mar 21,2,1,105
271,Monterrey,25,Female,mar 21,0,0,0
272,Leon,42,Male,mar 21,3,1,356
273,Leon,34,Female,mar 21,1,1,270
274,Guadalajara,33,Female,mar 21,2,1,59
275,Puebla,26,Male,mar 21,3,1,180
276,Monterrey,48,Male,mar 21,3,1,592
277,Puebla,34,Female,mar 21,3,0,657
278,Leon,20,Female,mar 21,1,1,271
279,Leon,41,Male,mar 21,2,1,432
280,Leon,42,Female,mar 21,3,1,335
281,Leon,33,Female,mar 21,2,1,468
282,Guadalajara,47,Male,mar 21,4,1,681
283,Guadalajara,29,Female,mar 21,4,1,730
284,Guadalajara,25,Female,mar 21,2,1,116
285,Guadalajara,30,Male,mar 21,3,1,477
286,Puebla,43,Male,mar 21,4,1,740
287,Guadalajara,33,Male,mar 21,4,1,77
288,Puebla,36,Male,mar 21,1,1,203
289,Guadalajara,27,Female,mar 21,1,1,25
290,Guadalajara,54,Male,mar 21,2,1,168
291,Guadalajara,33,Male,mar 21,2,1,202
292,Puebla,22,Female,mar 21,2,1,81
293,Monterrey,48,Male,mar 21,0,0,0
294,Monterrey,46,Male,mar 21,0,0,0
295,Guadalajara,44,Male,mar 21,3,1,607
296,Leon,27,Male,mar 21,2,1,557
297,Leon,20,Female,mar 21,2,1,317
298,Leon,35,Female,mar 21,3,1,568
299,Leon,25,Female,mar 21,2,1,167
300,Guadalajara,52,Male,mar 21,2,1,73
301,Guadalajara,50,Male,mar 21,1,1,26
302,Guadalajara,40,Male,mar 21,3,1,844
303,Puebla,33,Female,mar 21,2,1,472
304,Monterrey,44,Male,mar 21,3,1,515
305,Guadalajara,28,Female,mar 21,1,1,163
306,Leon,44,Male,mar 21,3,1,740
307,Puebla,20,Female,mar 21,2,1,448
308,Monterrey,38,Male,mar 21,3,1,168
309,Puebla,20,Female,mar 21,3,0,587
310,Monterrey,33,Male,mar 21,3,1,261
311,Leon,29,Male,mar 21,2,1,432
312,Puebla,39,Male,mar 21,3,1,316
313,Monterrey,48,Male,mar 21,1,1,137
314,Puebla,20,Female,mar 21,1,1,73
315,Guadalajara,25,Male,mar 21,3,1,672
316,Leon,34,Male,mar 21,3,1,604
317,Monterrey,25,Female,mar 21,1,1,49
318,Guadalajara,53,Male,mar 21,1,1,209
319,Leon,29,Male,mar 21,1,1,109
320,Monterrey,36,Female,mar 21,1,1,58
321,Guadalajara,37,Female,mar 21,2,1,359
322,Leon,41,Female,mar 21,2,1,127
323,Puebla,34,Male,mar 21,1,1,215
324,Guadalajara,23,Female,mar 21,1,0,47
325,Guadalajara,39,Male,mar 21,1,1,243
326,Monterrey,38,Female,mar 21,1,1,265
327,Leon,53,Male,mar 21,3,1,803
328,Leon,36,Male,mar 21,1,1,52
329,Leon,21,Female,mar 21,1,1,90
330,Leon,22,Female,mar 21,2,1,122
331,Monterrey,45,Male,mar 21,3,1,308
332,Puebla,36,Male,mar 21,1,1,298
333,Leon,38,Female,mar 21,3,0,235
334,Puebla,22,Female,mar 21,3,1,656
335,Puebla,41,Female,mar 21,1,1,33
336,Leon,53,Male,mar 21,2,1,401
337,Leon,50,Male,mar 21,3,1,753
338,Leon,34,Female,mar 21,2,0,248
339,Leon,41,Female,mar 21,3,1,469
340,Monterrey,37,Female,mar 21,3,1,603
341,Monterrey,48,Male,mar 21,2,1,501
342,Monterrey,33,Female,mar 21,2,0,103
343,Leon,23,Female,mar 21,3,1,303
344,Monterrey,48,Male,mar 21,1,1,131
345,Leon,50,Male,mar 21,2,1,119
346,Monterrey,32,Female,mar 21,1,1,148
347,Leon,38,Male,mar 21,2,1,160
348,Leon,53,Male,mar 21,3,1,413
349,Puebla,40,Male,mar 21,1,1,208
350,Leon,48,Male,mar 21,3,1,626
351,Monterrey,38,Female,mar 21,1,1,280
352,Leon,42,Female,mar 21,1,1,29
353,Monterrey,39,Male,mar 21,3,1,509
354,Leon,41,Female,mar 21,1,1,98
355,Puebla,39,Female,mar 21,1,0,102
356,Monterrey,35,Female,mar 21,2,1,363
357,Monterrey,42,Male,mar 21,2,1,545
358,Leon,34,Male,mar 21,3,1,348
359,Monterrey,31,Female,mar 21,2,1,214
360,Monterrey,34,Female,mar 21,2,1,240
361,Leon,36,Male,mar 21,2,1,32
362,Puebla,42,Male,mar 21,3,1,160
363,Puebla,32,Male,mar 21,2,1,520
364,Monterrey,53,Male,mar 21,2,1,217
365,Leon,53,Male,mar 21,3,1,342
366,Monterrey,53,Female,mar 21,2,1,324
367,Monterrey,53,Female,mar 21,3,1,382
368,Leon,38,Female,mar 21,1,1,25
369,Leon,36,Male,mar 21,3,1,761
370,Monterrey,23,Female,mar 21,1,1,25
371,Puebla,37,Male,mar 21,3,1,464
372,Monterrey,38,Female,mar 21,2,1,374
373,Monterrey,51,Male,mar 21,2,1,394
374,Puebla,35,Female,mar 21,2,1,311
375,Puebla,31,Female,mar 21,3,1,254
376,Monterrey,24,Female,mar 21,2,1,63
377,Monterrey,55,Female,mar 21,2,1,497
378,Puebla,37,Male,mar 21,2,1,62
379,Monterrey,49,Male,mar 21,1,1,182
380,Monterrey,28,Female,mar 21,3,1,331
381,Puebla,41,Female,mar 21,2,1,257
382,Monterrey,55,Male,mar 21,2,1,562
383,Monterrey,37,Male,mar 21,1,1,36
384,Monterrey,39,Male,mar 21,2,1,273
385,Monterrey,51,Female,mar 21,1,1,204
386,Puebla,35,Female,mar 21,2,1,289
387,Puebla,54,Female,mar 21,2,1,234
388,Puebla,58,Male,mar 21,1,1,135
389,Monterrey,29,Female,mar 21,1,1,31
390,Monterrey,42,Female,mar 21,3,1,93
391,Puebla,41,Male,mar 21,3,0,196
392,Monterrey,50,Male,mar 21,3,1,521
393,Puebla,33,Female,mar 21,2,1,295
394,Monterrey,29,Female,mar 21,2,1,306
395,Monterrey,33,Female,mar 21,2,1,529
396,Monterrey,50,Male,mar 21,1,1,109
397,Puebla,31,Female,mar 21,2,1,311
398,Puebla,54,Female,mar 21,2,1,562
399,Monterrey,50,Male,mar 21,3,1,259
400,Monterrey,48,Male,mar 21,3,1,254
401,Puebla,55,Male,mar 21,5,1,592
402,Monterrey,35,Female,mar 21,3,1,66
403,Puebla,40,Male,mar 21,7,1,1226
404,Puebla,24,Female,mar 21,2,1,159
405,Puebla,35,Female,mar 21,2,1,307
406,Monterrey,35,Female,mar 21,8,1,1015
407,Monterrey,48,Male,mar 21,8,1,1545
408,Puebla,56,Male,mar 21,0,0,0
409,Monterrey,42,Male,mar 21,0,0,0
410,Monterrey,35,Female,mar 21,3,0,831
411,Puebla,53,Female,mar 21,3,1,91
412,Puebla,58,Female,mar 21,6,1,1494
413,Puebla,26,Female,mar 21,0,0,0
414,Puebla,42,Male,mar 21,3,1,317
415,Monterrey,31,Female,mar 21,8,1,252
416,Puebla,46,Male,mar 21,7,1,276
417,Monterrey,44,Male,mar 21,3,1,543
418,Puebla,42,Female,mar 21,2,1,288
419,Puebla,40,Male,mar 21,2,1,458
420,Monterrey,50,Male,mar 21,7,1,575
421,Puebla,25,Female,mar 21,5,1,767
422,Monterrey,40,Female,mar 21,6,1,500
423,Monterrey,43,Male,mar 21,6,1,467
424,Monterrey,39,Male,mar 21,1,1,30
425,Monterrey,29,Female,mar 21,8,1,2036
426,Monterrey,35,Female,mar 21,4,1,92
427,Monterrey,52,Male,mar 21,3,1,64
428,Puebla,26,Female,mar 21,1,1,140
429,Puebla,37,Male,mar 21,8,1,291
430,Monterrey,33,Female,mar 21,2,1,456
431,Monterrey,32,Male,mar 21,1,1,225
432,Puebla,35,Female,mar 21,3,1,92
433,Monterrey,37,Female,mar 21,3,1,373
434,Monterrey,35,Male,mar 21,0,0,0
435,Monterrey,34,Male,mar 21,0,0,0
436,Puebla,40,Male,mar 21,3,1,898
437,Puebla,43,Male,mar 21,7,1,903
438,Puebla,30,Female,mar 21,1,1,176
439,Puebla,34,Male,mar 21,0,0,0
440,Monterrey,28,Female,mar 21,7,1,1809
441,Puebla,33,Female,mar 21,2,1,311
442,Puebla,36,Female,mar 21,4,1,725
443,Puebla,36,Female,mar 21,6,1,186
444,Monterrey,37,Male,mar 21,1,1,17
445,Monterrey,55,Male,mar 21,4,0,636
446,Puebla,30,Female,mar 21,7,1,1386
447,Puebla,46,Male,mar 21,5,1,1225
448,Monterrey,34,Male,mar 21,6,0,1145
449,Puebla,32,Male,mar 21,3,1,49
450,Puebla,39,Female,mar 21,4,1,1119
451,Monterrey,37,Female,mar 21,5,1,712
452,Puebla,50,Male,mar 21,8,1,2096
453,Monterrey,28,Female,mar 21,3,1,340
454,Monterrey,39,Female,mar 21,3,0,73
455,Puebla,50,Female,mar 21,6,1,636
456,Monterrey,47,Male,mar 21,1,1,114
457,Puebla,50,Male,mar 21,1,1,83
458,Puebla,25,Female,mar 21,1,1,82
459,Monterrey,26,Female,mar 21,3,1,614
460,Puebla,51,Male,mar 21,6,1,1639
461,Monterrey,27,Male,mar 21,6,1,1094
462,Puebla,31,Female,mar 21,6,1,650
463,Monterrey,53,Male,mar 21,2,1,160
464,Puebla,30,Female,mar 21,1,1,171
465,Puebla,34,Female,mar 21,8,0,1388
466,Monterrey,42,Female,mar 21,6,1,1093
467,Puebla,28,Female,mar 21,4,1,1027
468,Puebla,39,Male,mar 21,6,0,1191
469,Puebla,29,Male,mar 21,5,1,872
470,Puebla,47,Male,mar 21,4,1,420
471,Monterrey,40,Female,mar 21,0,0,0
472,Monterrey,57,Male,mar 21,6,1,887
473,Monterrey,36,Female,mar 21,7,1,1697
474,Monterrey,50,Female,mar 21,4,1,815
475,Puebla,28,Female,mar 21,1,1,281
476,Puebla,25,Female,mar 21,1,1,224
477,Monterrey,52,Female,mar 21,7,1,1411
478,Puebla,34,Female,mar 21,5,1,630
479,Monterrey,41,Female,mar 21,0,0,0
480,Puebla,49,Female,mar 21,1,1,41
481,Puebla,34,Female,mar 21,8,1,809
482,Puebla,33,Female,mar 21,6,1,760
